GIK.NAME	TIK.NAME	UIK.NAME	MO.NAME	MO.DISTRICT	LAT.ik	LON.ik	LAT.voteroom	LON.voteroom	UIK.NAME.short	TIK	UIK	VOTERS	BALL.RECEIVED	BALL.ISS.UIK.DAYOFVOTE	BALL.ISS.EXTRA	BALL.CANCELLED	BALL.PORTABLE_BOXES	BALL.STATIONARY_BOXES	BALL.INVALID	BALL.VALID	BALL.LOST	BALL.NOT.RECORDED	AMOSOV	BEGLOV	TIKHONOVA
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №2"	Участковая избирательная комиссия №154	Морской	20	59.941075	30.212172	59.941075	30.212172	"УИК №154"	2	154	1805	1500	611	6	883	6	610	28	588	0	0	116	361	111
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №2"	Участковая избирательная комиссия №155	Морской	20	59.943765	30.212466	59.943765	30.212466	"УИК №155"	2	155	1103	1000	377	4	619	4	377	8	373	0	0	73	219	81
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №2"	Участковая избирательная комиссия №156	Морской	20	59.942488	30.210534	59.942488	30.210534	"УИК №156"	2	156	2267	2000	685	5	1310	5	685	26	664	0	0	115	422	127
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №2"	Участковая избирательная комиссия №157	Морской	20	59.942488	30.210534	59.941709	30.209768	"УИК №157"	2	157	1465	1500	464	16	1020	16	464	15	465	0	0	106	282	77
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №2"	Участковая избирательная комиссия №158	Сстров Декабристов	21	59.953112	30.232984	59.953112	30.232984	"УИК №158"	2	158	674	500	241	1	258	1	241	4	238	0	0	53	152	33
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №2"	Участковая избирательная комиссия №159	Сстров Декабристов	21	59.952548	30.228381	59.952548	30.228381	"УИК №159"	2	159	1520	1500	488	6	1006	6	481	12	475	0	0	99	280	96
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №2"	Участковая избирательная комиссия №160	Сстров Декабристов	21	59.952548	30.228381	59.952548	30.228381	"УИК №160"	2	160	1706	1500	538	11	951	11	538	15	534	0	0	117	332	85
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №2"	Участковая избирательная комиссия №161	Сстров Декабристов	21	59.952548	30.228381	59.952548	30.228381	"УИК №161"	2	161	1735	1500	506	13	981	13	506	12	507	0	0	106	293	108
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №2"	Участковая избирательная комиссия №162	Сстров Декабристов	21	59.953148	30.22551	59.953148	30.22551	"УИК №162"	2	162	1528	1500	502	3	995	3	502	13	492	0	0	126	272	94
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №2"	Участковая избирательная комиссия №163	Сстров Декабристов	21	59.953148	30.22551	59.953148	30.22551	"УИК №163"	2	163	1284	1000	318	12	670	12	318	14	316	0	0	64	188	64
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №2"	Участковая избирательная комиссия №164	Сстров Декабристов	21	59.953148	30.22551	59.953148	30.22551	"УИК №164"	2	164	1827	1500	643	10	847	10	633	25	618	0	0	120	393	105
